Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
539168,Spisys Limited,SPISYS,Spisys Ltd,Suspended,Z ,10.00,INE805E01016,Other Food Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Other Food Products,
539169,Funny Software Limited,FUNNY,Funny Software Ltd,Suspended,Z ,10.00,INE105R01013,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software,
539174,Helpage Finlease Ltd.,HELPAGE,Helpage Finlease Ltd,Active,X ,10.00,INE738P01015,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539175,Indra Industries Ltd.,INDRAIND,Indra Industries Ltd,Suspended,XT,10.00,INE924N01016,Fertilizers,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Fertilizers,
539176,Hawa Engineers ltd.,HAWAENG,Hawa Engineers Ltd,Active,XT,10.00,INE230I01018,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
539177,Authum Investment & Infrastructure Limited,AIIL,Authum Investment & Infrastructure Ltd,Active,B ,1.00,INE206F01022,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539178,Positive Electronics Limited,PELTD,Positive Electronics Ltd,Suspended,XT,10.00,INE813P01016,Sp.Consumer Services,Equity,CDGS (Consumer Discretionary Goods & Services),Diversified Consumer Services,Diversified Consumer Services,Specialized Consumer Services,
539179,ICICI Prudential Mutual Fund,IPRU2670,ICICI Prudential  Value Fund Series 7,Suspended,B ,10.00,INF109KB1EU1,-,Equity,-,-,-,-,
539180,ICICI Prudential Mutual Fund,IPRU8872,ICICI Prudential Value Fund Series 7,Suspended,B ,10.00,INF109KB1EW7,-,Equity,-,-,-,-,
539189,Adhbhut Infrastructure Ltd.,ADHBHUTIN,Adhbhut Infrastructure Ltd,Suspended,Z ,10.00,INE578L01014,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
539190,Decillion Finance Ltd.,DFL,Decillion Finance Ltd,Suspended,XT,10.00,INE848N01017,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539195,POCL ENTERPRISES LTD,POEL,POCL Enterprises Ltd,Active,X ,10.00,INE035S01010,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
539196,Amba Enterprises Ltd.,AEL,Amba Enterprises Ltd,Active,X ,5.00,INE829P01020,Other Elect.Equip./ Prod.,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment/ Products,
539197,Devhari Exports (India) Limited,DEVHARI,Devhari Exports (India) Ltd,Active,Z ,1.00,INE553P01018,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539198,Capfin India Limited,CAPFIN,Capfin India Ltd,Active,XT,10.00,INE960C01013,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
539199,Moongipa Securities Ltd.,MOONGIPASEC,Moongipa Securities Ltd,Active,XT,10.00,INE618R01015,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
539200,NOBLE POLYMERS LIMITED,NOBPOL,Noble Polymers Ltd,Suspended,Z ,5.00,INE203Q01026,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
539201,SATIA INDUSTRIES LIMITED,SATIA,Satia Industries Ltd,Active,B ,1.00,INE170E01023,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products,
539202,Nippon India Mutual Fund,RCBFIIIAX,Reliance Capital Builder Fund III Series A - Direct Plan Dividend Payout Option,Delisted,B ,10.00,INF204KA16D0,-,Equity,-,-,-,-,
539203,Nippon India Mutual Fund,RCBFIIIAZ,Reliance Capital Builder Fund III Series A- Direct Plan Growth Option,Delisted,B ,10.00,INF204KA15D2,-,Equity,-,-,-,-,
539204,Nippon India Mutual Fund,RCBFIIIAD,Reliance Capital Builder Fund III Series A- Dividend Plan Dividend Payout,Delisted,B ,10.00,INF204KA14D5,-,Equity,-,-,-,-,
539205,Nippon India Mutual Fund,RCBFIIIAG,Reliance Capital Builder Fund III Series A- Growth Plan - Growth,Delisted,B ,10.00,INF204KA13D7,-,Equity,-,-,-,-,
539206,GENOMIC VALLEY BIOTECH LIMITED,GVBL,Genomic Valley Biotech Ltd,Active,XT,10.00,INE574D01010,Biotechnology,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Biotechnology,
539207,Manpasand Beverages Limited,MANPASAND,Manpasand Beverages Ltd,Suspended,Z ,10.00,INE122R01018,Non-alcoholic Beverages,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Beverages,Non-alcoholic Beverages,
539216,GARMENT MANTRA LIFESTYLE LIMITED,GARMNTMNTR,Garment Mantra Lifestyle Ltd,Active,B ,10.00,INE653S01010,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
539217,Srestha Finvest Limited,SRESTHA,Srestha Finvest Ltd,Active,X ,2.00,INE606K01023,Investment Companies,Equity,Finance,Other Financial Services,Other Financial Services,Investment Companies,
539218,Saumya Consultants Ltd.,SAUMYA,Saumya Consultants Ltd,Active,X ,10.00,INE563C01015,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539219,MAURIA UDYOG LIMITED,MUL,Mauria Udyog Ltd,Active,XT,10.00,INE150D01019,Other Industrial Products,Equity,Industrials,General Industrials,General Industrials,Other Industrial Products,
539220,Mishka Exim Limited,MISHKA,Mishka Exim Ltd,Active,T ,10.00,INE540S01019,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
539221,Sportking India Ltd.,SPORTKING,Sportking India Ltd,Active,T ,10.00,INE885H01011,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
539222,GROWINGTON VENTURES INDIA LIMITED,GROWINGTON,Growington Ventures India Ltd,Active,M ,10.00,INE451S01019,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539223,Ambition Mica Limited,AMBITION,Ambition Mica Ltd,Active,T ,10.00,INE563S01011,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products,
539224,HCKK Ventures Limited,HCKKVENTURE,HCKK Ventures Ltd,Active,X ,10.00,INE345Q01017,Diversified,Equity,Diversified,Diversified,Diversified,Diversified,
539225,Jiya Eco-Products Limited,JIYAECO,Jiya Eco-Products Ltd,Suspended,Z ,10.00,INE023S01016,Utilities:Non-Elec.,Equity,Utilities,Utilities,Utilities,Other Utilities (Including Pipelines),
539226,RUDRA GLOBAL INFRA PRODUCTS LIMITED,RUDRA,Rudra Global Infra Products Ltd,Active,B ,10.00,INE027T01015,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
539227,Loyal Equipments Limited,LOYAL,Loyal Equipments Ltd,Active,B ,10.00,INE876S01017,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
539228,Gala Global Products Limited,GGPL,Gala Global Products Ltd,Active,B ,5.00,INE480S01026,Comm.Printing/Stationery,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Commercial Printing/ Stationery,
539229,Majestic Research Services and Solutions Limited,MRSS,Majestic Research Services and Solutions Ltd,Active,M ,10.00,INE196R01012,Diversified,Equity,Diversified,Diversified,Diversified,Diversified,
539230,Chemiesynth (Vapi) Limited,CHEMIESYNT,Chemiesynth (Vapi) Ltd,Active,XT,10.00,INE829R01018,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
539235,Grandeur Products Limited,GPL,Grandeur Products Ltd,Delisted,X ,10.00,INE545R01010,Other Agricultural Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Other Agricultural Products,
539246,Jyotirgamya Enterprises Limited,JEL,Jyotirgamya Enterprises Ltd,Suspended,Z ,10.00,INE805R01018,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539251,Balkrishna Paper Mills Ltd,BALKRISHNA,Balkrishna Paper Mills Ltd,Active,T ,10.00,INE875R01011,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products,
539252,Shyam Century Ferrous Limited,SCFL,Shyam Century Ferrous Ltd,Active,B ,1.00,INE979R01011,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
539253,Surya India Limited,SURYAINDIA,Surya India Ltd,Active,XT,10.00,INE446E01019,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539254,Adani Transmission Limited,ADANITRANS,Adani Transmission Ltd,Active,T ,10.00,INE931S01010,Electric Utilities,Equity,Utilities,Utilities,Utilities,Electric Utilities,
539255,STAR DELTA TRANSFORMERS LIMITED,STARDELTA,Star Delta Transformers Ltd,Active,X ,10.00,INE541K01014,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,
539265,Amrapali Fincap Limited,AMRAFIN,Amrapali Fincap Ltd,Active,M ,10.00,INE990S01016,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539266,CONCRETE CREDIT LIMITED,CONCRETE,Concrete Credit Ltd,Suspended,XT,10.00,INE719G01014,Investment Companies,Equity,Finance,Other Financial Services,Other Financial Services,Investment Companies,
539267,DR HABEEBULLAH LIFE SCIENCES LIMITED,DRHABEEB,Dr Habeebullah Life Sciences Ltd,Active,X ,10.00,INE579N01018,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539268,Syngene International Limited,SYNGENE,Syngene International Ltd,Active,A ,10.00,INE398R01022,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
539273,PECOS Hotels And Pubs Limited,PECOS,Pecos Hotels and Pubs Ltd,Active,M ,10.00,INE484S01010,Restaurants,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Restaurants,
539274,Boston Leasing and Finance Ltd.,BLFL,Boston Leasing and Finance Ltd,Suspended,Z ,10.00,INE962P01011,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539275,Mangalam Seeds Limited,MSL,Mangalam Seeds Ltd,Active,B ,10.00,INE829S01016,Other Agricultural Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Other Agricultural Products,
539276,Kaya Limited,KAYA,Kaya Ltd,Active,B ,10.00,INE587G01015,Sp.Consumer Services,Equity,CDGS (Consumer Discretionary Goods & Services),Diversified Consumer Services,Diversified Consumer Services,Specialized Consumer Services,
539277,Alstone Textiles (India) Limited,ALSTONE,Alstone Textiles (India) Ltd,Active,XT,10.00,INE184S01016,Distributors,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Distributors,
539278,Symbiox Investment & Trading Co. Ltd.,SYMBIOX,Symbiox Investment & Trading Company Ltd,Active,XT,10.00,INE653R01012,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
539285,ICICI Prudential Mutual Fund,IPRU8895,ICICI PRUDENTIAL VALUE FUND SERIES 8 - DIRECT PLAN DIVIDEND OPTION,Suspended,B ,10.00,INF109KC1JK0,-,Equity,-,-,-,-,
539286,ICICI Prudential Mutual Fund,IPRU2693,ICICI PRUDENTIAL VALUE FUND SERIES 8 - REGULAR PLAN DIVIDEND OPTION,Suspended,B ,10.00,INF109KC1JJ2,-,Equity,-,-,-,-,
539287,Ortin Laboratories Limited,ORTINLAABS,Ortin Laboratories Ltd,Active,B ,10.00,INE749B01020,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
539288,Avi Polymers Ltd.,AVI,AVI Polymers Ltd,Active,X ,10.00,INE897N01014,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
539289, Aurum PropTech Limited,AURUM,Aurum PropTech Ltd,Active,B ,5.00,INE898S01029,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software,
539290,Oswal Greentech Limited,BINDALAGRO,Oswal Greentech Ltd,Active,B ,10.00,INE143A01010,Investment Companies,Equity,Finance,Other Financial Services,Other Financial Services,Investment Companies,
539291,Ozone World Limited,OZONEWORLD,Ozone World Ltd,Active,X ,10.00,INE583K01016,Other Agricultural Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Other Agricultural Products,
539300,A.K. Spintex Ltd.,AKSPINTEX,A.K. Spintex Ltd,Active,XT,10.00,INE671K01019,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
539301,Arvind SmartSpaces Limited,ARVSMART,Arvind SmartSpaces Ltd,Active,B ,10.00,INE034S01021,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
539302,Power Mech Projects Limited,POWERMECH,Power Mech Projects Ltd,Active,B ,10.00,INE211R01019,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,
539303,Minda Finance Limited,MINDAFIN,Minda Finance Ltd,Delisted,XT,10.00,INE197E01018,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539304,Canopy Finance Limited,CANOPYFIN,Canopy Finance Ltd,Active,XT,10.00,INE095R01016,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
539309,Rama Steel Tubes Limited,RAMASTEEL,Rama Steel Tubes Ltd,Active,B ,5.00,INE230R01027,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products,
539310,THINKINK PICTUREZ LIMITED,THINKINK,Thinkink Picturez Ltd,Active,B ,5.00,INE365S01037,Advertising & Media,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Advertising & Media Agencies,
539311,Nishtha Finance And Investment (India) Limited,NFIL,Nishtha Finance and Investment (India) Ltd,Suspended,Z ,10.00,INE217Q01018,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
539312,UTI Mutual Fund,UTISENSETF,UTI- SENSEX ETF,Active,B ,10.00,INF789FB1X58,-,Equity,-,-,-,-,
539313,UTI Mutual Fund,UTINIFTETF,UTI NIFTY ETF,Active,B ,10.00,INF789FB1X41,-,Equity,-,-,-,-,
539314,Universal Autofoundry Limited,UNIAUTO,Universal Autofoundry Ltd,Active,M ,10.00,INE203T01012,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment,
539319,ICICI Prudential Mutual Fund,IPRU8917,ICICI PRUDENTIAL INDIA RECOVERY FUND SERIES 3 - DIRECT PLAN - CUMULATIVE OPTION,Suspended,B ,10.00,INF109KB1ME8,-,Equity,-,-,-,-,
539320,ICICI Prudential Mutual Fund,IPRU8910,ICICI PRUDENTIAL INDIA RECOVERY FUND SERIES 3 - DIRECT PLAN - DIVIDEND PAYOUT,Suspended,B ,10.00,INF109KB1LQ4,-,Equity,-,-,-,-,
539321,ICICI Prudential Mutual Fund,IPRU2715,ICICI PRUDENTIAL INDIA RECOVERY FUND SERIES 3 - REGULAR PLAN - CUMULATIVE,Suspended,B ,10.00,INF109KB1MD0,-,Equity,-,-,-,-,
539322,ICICI Prudential Mutual Fund,IPRU2708,ICICI PRUDENTIAL INDIA RECOVERY FUND SERIES 3 - REGULAR PLAN - DIVIDEND OPTION,Suspended,B ,10.00,INF109KB1LP6,-,Equity,-,-,-,-,
539331,VETO SWITCHGEARS AND CABLES LIMITED,VETO,Veto Switchgears and Cables Ltd,Active,B ,10.00,INE918N01018,Other Elect.Equip./ Prod.,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment/ Products,
539332,Navkar Corporation Limited,NAVKARCORP,Navkar Corporation Ltd,Active,B ,10.00,INE278M01019,Transport Related Services,Equity,Industrials,Transportation,Transport Services,Transport Related Services,
539333,Pennar Engineered Building Systems Limited,PENPEBS,Pennar Engineered Building Systems Ltd,Delisted,B ,10.00,INE455O01019,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
539334,Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Ltd,Active,B ,10.00,INE712K01011,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
539335,CHPL Industries Ltd.,CHPLIND,CHPL Industries Ltd,Suspended,Z ,10.00,INE714Q01014,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539336,Gujarat Gas Limited,GUJGAS,Gujarat Gas Ltd,Active,A ,2.00,INE844O01030,Integrated Oil & Gas,Equity,Energy,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas,
539337,WAAREE TECHNOLOGIES LIMITED ,WAAREE,Waaree Technologies Ltd,Active,M ,10.00,INE725P01012,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
539346,Sadbhav Infrastructure Project Limited,SADBHIN,Sadbhav Infrastructure Project Ltd,Active,B ,10.00,INE764L01010,Roads & Highways,Equity,Industrials,Transportation,Transport Infrastructure,Roads & Highways,
539347,Pneumatic Holdings Limited ,PHL,Pneumatic Holdings Ltd,Delisted,B ,10.00,INE096T01010,Holding Companies,Equity,Finance,Other Financial Services,Other Financial Services,Holding Companies,
539351,Prabhat Dairy Limited,PRABHAT,Prabhat Dairy Ltd,Delisted,B ,10.00,INE302M01033,Packaged Foods,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Packaged Foods,
539352,P. B. Films Limited,PBFL,P. B. Films Ltd,Suspended,MT,10.00,INE212Q01019,Movies & Entertainment,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Movies & Entertainment,
539353,SAL AUTOMOTIVE LIMITED,SALAUTO,Sal Automotive Ltd,Active,X ,10.00,INE724G01014,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment,
539354,POLYSPIN EXPORTS LIMITED,POLYSPIN,Polyspin Exports Ltd,Active,X ,5.00,INE914G01029,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
539359,Pritika Auto Industries Limited,PRITIKAUTO,Pritika Auto Industries Ltd,Active,B ,2.00,INE583R01029,Other Industrial Products,Equity,Industrials,General Industrials,General Industrials,Other Industrial Products,
539363,Sri Krishna Constructions (India) Limited,SKC,Sri Krishna Constructions (India) Ltd,Suspended,Z ,10.00,INE094T01015,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
539378,Soni Medicare Limited,SML,Soni Medicare Ltd,Active,XT,10.00,INE848R01018,Healthcare Facilities,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Facilities,
539383,Mahaveer Infoway Limited,MINFY,Mahaveer Infoway Ltd,Suspended,Z ,10.00,INE019D01016,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software,
539384,Krishna Capital And Securities Limited,KRISHNACAP,Krishna Capital and Securities Ltd,Active,XT,10.00,INE897B01019,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539391,Acme Resources Limited,ACME,Acme Resources Ltd,Active,XT,10.00,INE636B01011,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539392,Sang Froid Labs (India) Limited,SANGFROID,Sang Froid Labs (India) Ltd,Suspended,Z ,10.00,INE345S01013,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539393,Kabra Commercial Limited,KCL,Kabra Commercial Ltd,Active,XT,10.00,INE926E01010,Coal,Equity,Energy,Coal,Coal,Coal,
539394,ICICI Prudential Mutual Fund,IPRU8923,ICICI Prudential Mutual Fund- Direct Plan Cumulative Option,Suspended,B ,10.00,INF109KB1MV2,-,Equity,-,-,-,-,
539395,ICICI Prudential Mutual Fund,IPRU8924,ICICI Prudential Mutual Fund- Direct Plan Dividend Option,Suspended,B ,10.00,INF109KB1MW0,-,Equity,-,-,-,-,
539396,ICICI Prudential Mutual Fund,IPRU2721,ICICI Prudential Mutual Fund- Regular Plan Cumulative Option,Suspended,B ,10.00,INF109KB1MX8,-,Equity,-,-,-,-,
539397,ICICI Prudential Mutual Fund,IPRU2722,ICICI Prudential Mutual Fund- Regular Plan Dividend Option,Suspended,B ,10.00,INF109KB1MY6,-,Equity,-,-,-,-,
539398,Vishal Bearings Limited,VISHALBL,Vishal Bearings Ltd,Active,T ,10.00,INE060T01024,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
539399,Bella Casa Fashion & Retail Limited,BELLACASA,Bella Casa Fashion & Retail Ltd,Active,B ,10.00,INE344T01014,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
539400,MALLCOM (INDIA) LTD.,MALLCOM,Mallcom (India) Ltd,Active,X ,10.00,INE389C01015,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
539401,Patdiam Jewellery Limited,PJL,Patdiam Jewellery Ltd,Active,M ,10.00,INE473T01011,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
539402,Vaksons Automobiles Limited,VAL,Vaksons Automobiles Ltd,Active,B ,10.00,INE256S01012,Other Agricultural Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Other Agricultural Products,
539403,Arambhan Hospitality Services Limited,ARAMBHAN,Arambhan Hospitality Services Ltd,Active,M ,10.00,INE800S01017,Restaurants,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Restaurants,
539404,SATIN CREDITCARE NETWORK LIMITED,SATIN,Satin Creditcare Network Ltd,Active,T ,10.00,INE836B01017,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539405,Decorous Investment and Trading Co. Ltd.,DITCO,Decorous Investment & Trading Co Ltd,Active,X ,10.00,INE183R01010,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
539406,Swagtam Trading & Services Limited,SWAGTAM,Swagtam Trading & Services Ltd,Active,X ,10.00,INE150R01019,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539407,Generic Engineering Construction and Projects Limited,GENCON,Generic Engineering Construction and Projects Ltd,Active,B ,5.00,INE854S01022,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
539408,Kuber Udyog Limited,KUBERJI,Kuber Udyog Ltd,Suspended,XT,10.00,INE594R01018,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539409,NEERAJ PAPER MARKETING LIMITED,NEERAJ,Neeraj Paper Marketing Ltd,Active,XT,10.00,INE894J01019,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539410,MUZALI ARTS LIMITED,MUZALI,Muzali Arts Ltd,Active,X ,1.00,INE873S01022,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539420,Aditya Birla Sun Life Mutual Fund,BSLFEFS6RG,BIRLA SUN LIFE FOCUSED EQUITY FUND- SERIES 6- REGULAR PLAN- GROWTH,Delisted,B ,10.00,INF209KA18K0,-,Equity,-,-,-,-,
539421,Aditya Birla Sun Life Mutual Fund,BSLFEFS6RN,BIRLA SUN LIFE FOCUSED EQUITY FUND- SERIES 6- REGULAR PLAN- DIVIDEND PAYOUT,Delisted,B ,10.00,INF209KA19K8,-,Equity,-,-,-,-,
539422,Aditya Birla Sun Life Mutual Fund,BSLFEFS6DG,BIRLA SUN LIFE FOCUSED EQUITY FUND- SERIES 6- DIRECT PLAN- GROWTH,Delisted,B ,10.00,INF209KA10L5,-,Equity,-,-,-,-,
539423,Aditya Birla Sun Life Mutual Fund,BSLFEFS6DN,BIRLA SUN LIFE FOCUSED EQUITY FUND- SERIES 6- DIRECT PLAN- DIVIDEND PAYOUT,Delisted,B ,10.00,INF209KA11L3,-,Equity,-,-,-,-,
539428,Tejnaksh Healthcare Limited,TEJNAKSH,Tejnaksh Healthcare Ltd,Active,B ,10.00,INE030T01019,Healthcare Facilities,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Facilities,
539433,Indo-Global Enterprises Limited,INDOGLOBAL,Indo-Global Enterprises Ltd,Active,XT,10.00,INE400S01016,Healthcare Facilities,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Facilities,
539434,Brilliant Portfolios Ltd.,BRIPORT,Brilliant Portfolios Ltd,Active,X ,10.00,INE661F01010,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539435,Richfield Financial Services Ltd.,RFSL,Richfield Financial Services Ltd,Active,X ,10.00,INE201C01012,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
539436,Coffee Day Enterprises Limited,COFFEEDAY,Coffee Day Enterprises Ltd,Active,B ,10.00,INE335K01011,Restaurants,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Restaurants,
539437,IDFC FIRST BANK LIMITED,IDFCFIRSTB,IDFC First Bank Ltd,Active,A ,10.00,INE092T01019,Banks,Equity,Finance,Banks,Banks,Banks,
539446,KRISHANA FABRICS LIMITED,KRISHFAB,Krishana Fabrics Ltd,Suspended,Z ,10.00,INE627Q01018,Investment Companies,Equity,Finance,Other Financial Services,Other Financial Services,Investment Companies,
539447,BEARDSELL LIMITED,BEARDSELL,Beardsell Ltd,Active,B ,2.00,INE520H01022,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
539448,InterGlobe Aviation Limited,INDIGO,InterGlobe Aviation Ltd,Active,A ,10.00,INE646L01027,Airlines,Equity,Industrials,Transportation,Transport Services,Airlines,
